,#,Player,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFG%,TS%
16,416,Buddy Hield,632,18317,9820,3559,8200,43.4,1924,4808,40.0,778,905,86.0,476,2196,2672,1641,545,204,1064,55.1,57.1
17,417,Toni Kukoc,846,22215,9810,3633,8127,44.7,731,2184,33.5,1813,2487,72.9,1016,2539,3555,3119,817,290,1544,49.2,53.2
18,418,Hot Rod Williams,887,26328,9784,3688,7681,48.0,2,19,10.5,2406,3315,72.6,2070,3928,5998,1592,746,1456,1208,48.0,53.5
19,419,Tyrone Corbin,1065,27659,9766,3918,8584,45.6,198,663,29.9,1732,2191,79.1,1726,3320,5046,1894,1228,270,1310,46.8,51.1
20,420,Pascal Siakam,551,17090,9747,3719,7504,49.6,566,1715,33.0,1743,2274,76.6,824,2819,3643,1998,499,332,1023,53.3,57.3
21,421,Geoff Petrie,446,16787,9732,3970,8719,45.5,,,,1792,2225,80.5,140,445,1271,2057,247,33,,45.5,50.2
22,422,Rex Chapman,666,19545,9731,3716,8638,43.0,805,2301,35.0,1494,1868,80.0,379,1266,1645,1798,592,129,1030,47.7,51.4
23,423,Brad Miller,868,24537,9724,3446,7174,48.0,201,610,33.0,2631,3273,80.4,1708,4491,6199,2470,639,592,1367,49.4,56.4
24,424,Isaiah Thomas,556,15582,9723,3170,7300,43.4,1044,2880,36.3,2339,2682,87.2,283,1037,1320,2641,472,61,1242,50.6,57.3
25,425,Johnny Davis,750,21200,9710,3699,8258,44.8,33,187,17.6,2279,2777,82.1,560,945,1505,3368,683,116,1398,45.0,51.2
26,426,Anthony Mason,882,30601,9656,3583,7033,50.9,2,12,16.7,2488,3511,70.9,1912,5367,7279,2963,648,244,1549,51.0,56.3
27,427,Michael Adams,653,20446,9621,3257,7849,41.5,949,2857,33.2,2158,2543,84.9,416,1484,1900,4209,1081,67,1402,47.5,53.6
28,428,Evan Fournier,704,19515,9607,3447,7823,44.1,1359,3631,37.4,1354,1694,79.9,277,1601,1878,1760,615,108,1083,52.7,56.1
29,429,Kirk Hinrich,879,27019,9594,3503,8522,41.1,1172,3122,37.5,1416,1770,80.0,310,2266,2576,4245,972,243,1617,48.0,51.6
30,430,Rudy Gobert,757,23042,9592,3562,5440,65.5,0,17,0.0,2468,3864,63.9,2539,6376,8915,996,520,1614,1248,65.5,67.2
31,431,George Hill,915,24500,9545,3377,7393,45.7,1066,2808,38.0,1725,2141,80.6,533,2198,2731,2807,806,233,1091,52.9,57.3
32,432,Grant Long,1003,28518,9518,3472,7440,46.7,83,293,28.3,2491,3272,76.1,2168,3986,6154,1716,1199,366,1628,47.2,53.6
33,433,Tyson Chandler,1160,31622,9509,3558,5964,59.7,0,11,0.0,2393,3714,64.4,3529,6938,10467,967,630,1335,1656,59.7,62.6
34,434,Kentavious Caldwell-Pope,835,24757,9499,3388,7935,42.7,1420,3852,36.9,1303,1590,81.9,489,2050,2539,1516,958,231,861,51.6,55.0
35,435,Rodney Rogers,866,21866,9468,3608,7994,45.1,690,1986,34.7,1562,2264,69.0,1275,2606,3881,1722,868,451,1631,49.4,52.7
36,436,Tim Thomas,824,21344,9454,3458,7922,43.7,962,2609,36.9,1576,2079,75.8,807,2572,3379,1272,609,300,1217,49.7,53.5
37,437,Andrei Kirilenko,797,23918,9431,3146,6637,47.4,367,1185,31.0,2772,3675,75.4,1400,2952,4352,2169,1097,1461,1518,50.2,57.1
38,438,Lucius Allen,702,20159,9407,3884,8385,46.3,,,,1639,2157,76.0,381,928,2205,3174,604,124,247,46.3,50.4
39,439,Isaiah Rider,563,17854,9405,3583,8085,44.3,667,1896,35.2,1572,1935,81.2,676,1490,2166,1535,367,136,1425,48.4,52.6
40,440,Kenny Smith,737,22210,9397,3527,7352,48.0,664,1665,39.9,1679,2026,82.9,281,1173,1454,4073,759,65,1649,52.5,57.0
41,441,Doc Rivers,864,23568,9377,3295,7416,44.4,361,1101,32.8,2426,3093,78.4,634,1991,2625,4889,1563,351,1651,46.9,53.4
42,442,Jarrett Jack,867,24140,9349,3374,7673,44.0,620,1809,34.3,1981,2316,85.5,277,2210,2487,3952,683,107,1723,48.0,53.8
43,443,Tyreke Evans,594,18242,9347,3510,7978,44.0,500,1548,32.3,1827,2415,75.7,500,2220,2720,2852,734,222,1489,47.1,51.7
44,444,Rajon Rondo,957,28570,9337,3886,8516,45.6,449,1384,32.4,1116,1826,61.1,910,3439,4349,7584,1518,125,2586,48.3,50.1
45,445,Sedale Threatt,951,22437,9327,3914,8075,48.5,188,642,29.3,1311,1608,81.5,371,1338,1709,3613,1138,136,1296,49.6,53.1
46,446,Kenyon Martin,757,23138,9325,3875,8031,48.3,66,282,23.4,1509,2398,62.9,1312,3847,5159,1439,893,864,1318,48.7,51.3
47,447,Doug Christie,827,26074,9301,3238,7604,42.6,805,2272,35.4,2020,2460,82.1,797,2585,3382,2992,1555,392,1721,47.9,53.5
48,448,Joe Graboski,845,22665,9280,3433,9763,35.2,,,,2414,3447,70.0,,,5999,1502,,,,35.2,41.1
49,449,DeAndre Jordan,1055,27175,9274,3765,5585,67.4,2,13,15.4,1742,3664,47.5,3107,7394,10501,992,555,1540,1402,67.4,64.4
50,450,Fred Carter,611,18328,9271,3917,9219,42.5,,,,1437,2073,69.3,323,804,2381,2122,371,65,,42.5,45.8
0,,,,,,,,,,,,,,,,,,,,,,,
1,451,Marcus Camby,973,28680,9262,3767,8077,46.6,18,88,20.5,1710,2551,67.0,2611,6902,9513,1837,967,2331,1362,46.8,50.3
2,452,D.J. Augustin,976,22851,9259,2994,7270,41.2,1262,3311,38.1,2009,2317,86.7,292,1513,1805,3761,567,32,1428,49.9,55.8
3,453,Brandon Ingram,477,15720,9256,3373,7208,46.8,644,1777,36.2,1866,2374,78.6,344,2122,2466,2037,342,269,1199,51.3,56.1
4,454,Yao Ming,486,15819,9247,3380,6445,52.4,2,10,20.0,2485,2984,83.3,1233,3261,4494,769,189,920,1311,52.5,59.6
5,455,Benoit Benjamin,807,21910,9223,3588,7224,49.7,1,21,4.8,2046,2837,72.1,1459,4604,6063,1070,522,1581,1847,49.7,54.4
6,456,Bill Bradley,742,22799,9217,3927,8763,44.8,,,,1363,1623,84.0,198,643,2354,2533,209,65,,44.8,48.6
7,457,Keith Van Horn,575,18151,9206,3396,7659,44.3,597,1655,36.1,1817,2177,83.5,1122,2787,3909,900,472,295,1262,48.2,53.4
8,458,Wally Szczerbiak,651,20058,9195,3486,7193,48.5,590,1453,40.6,1633,1899,86.0,671,1931,2602,1532,388,160,970,52.6,57.3
9,459,Antoine Carr,987,19783,9176,3663,7286,50.3,6,46,13.0,1844,2364,78.0,1151,2233,3384,1086,361,925,1187,50.3,55.1
10,460,Jon McGlocklin,792,20930,9169,4001,8174,48.9,,,,1167,1381,84.5,61,214,1928,2280,102,13,,48.9,52.2
11,461,Corliss Williamson,822,18745,9147,3603,7355,49.0,6,44,13.6,1935,2710,71.4,1214,1969,3183,972,462,261,1316,49.0,53.5
12,462,Boris Diaw,1064,28769,9139,3805,7711,49.3,475,1413,33.6,1054,1470,71.7,1258,3376,4634,3684,648,510,1897,52.4,54.7
13,463,Zelmo Beaty,570,18348,9107,3396,7237,46.9,,,,2315,3087,75.0,93,234,5949,839,45,29,,46.9,53.0
14,464,George McGinnis,528,16194,9090,3386,7566,44.8,2,25,8.0,2316,3559,65.1,1601,3576,5177,1985,923,236,1291,44.8,49.8
15,465,Walt Hazzard,724,19202,9087,3597,8162,44.1,,,,1893,2502,75.7,18,39,2146,3555,26,6,,44.1,49.1
16,466,Domantas Sabonis,576,17469,9064,3541,6373,55.6,245,737,33.2,1737,2391,72.6,1482,4426,5908,2739,448,271,1460,57.5,61.0
17,467,George Yardley,472,15767,9063,3193,7572,42.2,,,,2677,3434,78.0,,,4220,815,,,,42.2,49.9
18,468,Antonio Davis,903,26082,9041,3187,7120,44.8,2,23,8.7,2665,3668,72.7,2323,4432,6755,1017,430,889,1346,44.8,51.8
19,469,Leandro Barbosa,850,18384,9035,3403,7409,45.9,988,2556,38.7,1241,1511,82.1,319,1401,1720,1775,693,121,1061,52.6,56.0
20,470,Kristaps Porzingis,459,14196,9021,3176,6912,45.9,847,2347,36.1,1822,2192,83.1,800,2804,3604,826,334,846,782,52.1,57.3
21,471,Rodney McCray,768,24876,9014,3516,6997,50.3,57,219,26.0,1925,2529,76.1,1645,3442,5087,2750,585,493,1419,50.7,55.6
22,472,Terry Dischinger,652,17841,9012,3457,6836,50.6,,,,2098,2768,75.8,,,3646,1151,,,,50.6,55.9
23,473,Aaron Gordon,669,19628,9009,3432,7140,48.1,687,2130,32.3,1458,2135,68.3,1179,3048,4227,1775,499,431,995,52.9,55.8
24,474,Kurt Thomas,1110,27160,8973,3836,7894,48.6,9,32,28.1,1292,1701,76.0,1922,5406,7328,1204,724,841,1241,48.7,51.9
25,475,Rick Fox,930,23720,8966,3382,7519,45.0,771,2208,34.9,1431,1858,77.0,996,2521,3517,2649,967,355,1611,50.1,53.8
26,476,Campy Russell,566,16781,8953,3398,7397,45.9,34,93,36.6,2123,2750,77.2,893,1803,2696,1684,594,114,1025,46.2,52.0
27,477,Bobby Jones,774,20177,8911,3412,6199,55.0,0,16,0.0,2087,2674,78.0,1288,2968,4256,1888,1050,982,1217,55.0,60.4
28,478,Dana Barros,850,19479,8901,3281,7140,46.0,1090,2652,41.1,1249,1456,85.8,232,1377,1609,2837,740,46,1213,53.6,57.2
29,479,Luis Scola,743,19001,8882,3669,7442,49.3,92,271,33.9,1452,1961,74.0,1335,3606,4941,1194,474,224,1121,49.9,53.5
30,480,Rickey Green,946,23271,8870,3594,7669,46.9,39,188,20.7,1643,2035,80.7,474,1345,1819,5221,1348,51,1583,47.1,51.8
31,481,Terry Tyler,871,21742,8868,3831,7915,48.4,10,82,12.2,1196,1702,70.3,1609,3066,4675,1039,801,1342,1140,48.5,51.2
32,482,Darren Collison,711,20833,8861,3272,6944,47.1,635,1613,39.4,1682,1973,85.3,332,1557,1889,3545,821,106,1383,51.7,56.7
33,483,Harry Gallatin,682,15813,8843,2810,7057,39.8,,,,3223,4167,77.3,,,6684,1208,,,,39.8,49.7
34,484,Avery Johnson,1054,26618,8817,3622,7564,47.9,27,186,14.5,1546,2190,70.6,379,1372,1751,5846,1007,154,1748,48.1,51.7
35,485,Shai Gilgeous-Alexander,386,12693,8810,3083,6216,49.6,451,1294,34.9,2193,2574,85.2,284,1548,1832,1876,535,293,889,53.2,59.9
36,486,Dan Schayes,1138,21976,8780,2994,6228,48.1,4,30,13.3,2788,3461,80.6,1819,3852,5671,1299,560,840,1572,48.1,56.6
37,487,Jay Humphries,788,23062,8772,3502,7362,47.6,219,738,29.7,1549,1981,78.2,529,1474,2003,4339,1153,89,1533,49.1,53.3
38,488,Norm Van Lier,746,26171,8770,3313,8003,41.4,,,,2144,2749,78.0,540,1269,3596,5217,767,71,249,41.4,47.6
39,489,Thomas Sanders,916,22164,8766,3416,7988,42.8,,,,1934,2520,76.7,,,5798,1026,,,,42.8,48.2
40,490,Jerami Grant,672,18530,8751,2998,6586,45.5,833,2291,36.4,1922,2575,74.6,579,2084,2663,1049,444,702,849,51.8,56.7
41,491,Clem Haskins,681,17624,8743,3515,7824,44.9,,,,1713,2163,79.2,119,237,2087,2382,127,30,,44.9,49.8
42,492,Jim McMillian,631,20227,8736,3644,7557,48.2,,,,1448,1741,83.2,639,1381,3319,1557,435,80,120,48.2,52.5
43,493,Darryl Dawkins,726,17235,8733,3477,6079,57.2,2,15,13.3,1777,2593,68.5,1125,3307,4432,917,345,1023,1621,57.2,60.5
44,494,Jay Vincent,576,15556,8729,3490,7367,47.4,4,27,14.8,1745,2226,78.4,979,2188,3167,1124,413,171,1099,47.4,52.3
45,495,Ken Norman,646,18993,8717,3737,7695,48.6,231,741,31.2,1012,1786,56.7,1352,2597,3949,1355,517,431,1173,50.1,51.4
46,496,Dale Davis,1094,29606,8706,3592,6779,53.0,0,8,0.0,1522,2708,56.2,3303,5302,8605,978,691,1270,1090,53.0,54.6
47,497,Cedric Ceballos,609,14715,8693,3414,6824,50.0,235,760,30.9,1630,2165,75.3,1252,2006,3258,723,450,183,991,51.8,55.9
48,498,Drew Gooden,790,20127,8653,3432,7435,46.2,88,342,25.7,1701,2239,76.0,1878,3740,5618,896,544,474,1158,46.8,51.4
49,499,Sam Mitchell,994,22261,8636,3220,7206,44.7,65,292,22.3,2131,2719,78.4,1251,2460,3711,1089,548,301,838,45.1,51.4
50,500,Larry Costello,706,21198,8622,3095,7068,43.8,,,,2432,2891,84.1,,,2705,3215,,,,43.8,51.7
0,,,,,,,,,,,,,,,,,,,,,,,
1,501,Terry Rozier,601,16700,8573,3115,7411,42.0,1265,3447,36.7,1078,1304,82.7,398,1974,2372,2170,577,150,819,50.6,53.7
2,502,Mike Bantom,706,19725,8568,3446,7362,46.8,3,15,20.0,1673,2418,69.2,1632,2885,4517,1623,630,478,946,46.8,50.8
3,503,Mehmet Okur,634,18430,8561,3028,6615,45.8,596,1590,37.5,1909,2396,79.7,1261,3175,4436,1089,329,453,991,50.3,55.8
4,504,Mahmoud Abdul-Rauf,586,15628,8553,3514,7943,44.2,474,1339,35.4,1051,1161,90.5,219,868,1087,2079,487,46,963,47.2,50.6
5,505,Jim Barnett,732,17410,8536,3326,7642,43.5,,,,1884,2363,79.7,191,312,2259,2232,131,30,,43.5,49.2
6,506,Larry Kenon,503,15517,8535,3564,7293,48.9,1,10,10.0,1406,1763,79.8,1362,2580,3942,1287,675,155,1101,48.9,52.9
7,507,Victor Oladipo,504,16248,8503,3118,7152,43.6,814,2349,34.7,1453,1843,78.8,289,1956,2245,1970,805,230,1266,49.3,53.4
8,508,Brent Barry,912,23640,8488,2896,6301,46.0,1395,3442,40.5,1301,1581,82.3,450,2330,2780,2892,955,253,1289,57.0,60.7
9,509,Adrian Smith,719,18324,8482,3087,7194,42.9,,,,2308,2762,83.6,,,1580,1698,,,,42.9,50.4
10,510,Wilson Chandler,676,20287,8463,3270,7382,44.3,874,2560,34.1,1049,1363,77.0,766,2808,3574,1205,470,414,931,50.2,53.0
11,511,David Greenwood,823,23370,8428,3251,6812,47.7,4,29,13.8,1922,2514,76.5,1921,4616,6537,1614,583,739,1474,47.8,53.2
12,512,Sherman Douglas,765,21146,8425,3335,6886,48.4,154,576,26.7,1601,2361,67.8,558,1114,1672,4536,785,76,1761,49.5,53.2
13,513,Shane Battier,977,30004,8408,2982,6819,43.7,1250,3254,38.4,1194,1606,74.3,1273,2809,4082,1717,988,906,878,52.9,55.9
14,514,Greg Monroe,646,17670,8402,3371,6556,51.4,1,17,5.9,1659,2361,70.3,1799,3494,5293,1376,680,373,1198,51.4,55.3
15,515,Walt Williams,708,18822,8385,2978,7013,42.5,976,2575,37.9,1453,1956,74.3,764,2030,2794,1637,658,406,1321,49.4,53.2
16,516,Frank Ramsey,623,15330,8378,2949,7382,39.9,,,,2480,3083,80.4,,,3410,1134,,,,39.9,47.9
17,517,Marco Belinelli,860,19547,8370,2949,6959,42.4,1216,3230,37.6,1256,1485,84.6,187,1582,1769,1429,488,65,850,51.1,55.0
18,518,Ersan Ilyasova,825,18957,8364,3123,7047,44.3,883,2409,36.7,1235,1590,77.7,1397,3264,4661,908,560,293,791,50.6,54.0
19,519,Steve Mix,787,18827,8355,3204,6428,49.8,6,21,28.6,1941,2417,80.3,1356,2552,4159,1393,884,173,563,49.9,55.8
20,520,Derrick Favors,790,19200,8354,3420,6407,53.4,38,192,19.8,1476,2225,66.3,1933,3675,5608,851,577,939,995,53.7,56.6
21,521,Enes Freedom,748,16100,8349,3426,6254,54.8,46,159,28.9,1451,1868,77.7,2223,3599,5822,638,296,363,1076,55.1,59.0
22,522,Robin Lopez,992,20938,8326,3484,6488,53.7,57,192,29.7,1301,1751,74.3,2147,2513,4660,819,219,1045,1063,54.1,57.4
23,523,John Salmons,895,23672,8292,3007,6979,43.1,726,1986,36.6,1552,1942,79.9,435,2168,2603,2183,756,239,1185,48.3,52.9
24,524,Taj Gibson,965,22660,8290,3431,6633,51.7,54,205,26.3,1374,1927,71.3,2082,3525,5607,925,521,946,1020,52.1,55.4
25,525,Lamond Murray,736,18478,8286,3137,7301,43.0,528,1466,36.0,1484,1955,75.9,936,2097,3033,978,684,319,1207,46.6,50.8
26,526,Michael Cage,1140,29710,8278,3317,6445,51.5,0,25,0.0,1644,2476,66.4,3227,5419,8646,1057,1050,725,1161,51.5,54.9
27,527,Jason Williams,788,23193,8266,3065,7699,39.8,1238,3784,32.7,898,1104,81.3,192,1618,1810,4611,933,60,1643,47.9,50.5
28,528,Olden Polynice,1058,24880,8265,3557,7037,50.5,5,26,19.2,1146,2141,53.5,2730,4380,7110,744,516,651,1170,50.6,51.8
29,529,Micheal Ray Richardson,556,18589,8253,3419,7479,45.7,124,564,22.0,1291,1870,69.0,981,2075,3056,3899,1463,206,1854,46.5,49.7
30,530,Kyle Kuzma,476,14919,8246,3133,6942,45.1,949,2814,33.7,1031,1406,73.3,495,2548,3043,1294,268,262,1028,52.0,54.5
31,531,Connie Hawkins,499,17234,8233,3013,6453,46.7,,,,2207,2811,78.5,332,876,3971,2052,244,150,,46.7,53.5
32,532,Chris Kaman,735,19642,8208,3432,7023,48.9,1,24,4.2,1343,1808,74.3,1487,4095,5582,921,322,931,1544,48.9,52.5
33,533,James Donaldson,957,26222,8203,3105,5442,57.1,0,0,0.0,1993,2722,73.2,2060,5432,7492,765,336,1267,1454,57.1,61.8
34,534,Arron Afflalo,762,20829,8198,2983,6633,45.0,852,2205,38.6,1380,1673,82.5,334,1842,2176,1386,341,141,852,51.4,55.6
35,535,Nick Young,720,16419,8194,2894,6920,41.8,1039,2764,37.6,1367,1636,83.6,260,1167,1427,687,394,135,711,49.3,53.6
36,536,Wesley Person,733,20737,8192,3128,6843,45.7,1150,2754,41.8,786,1010,77.8,423,1979,2402,1234,579,230,680,54.1,56.2
37,537,Jamal Murray,469,14379,8187,3020,6678,45.2,990,2607,38.0,1157,1334,86.7,360,1397,1757,2106,451,164,948,52.6,56.3
38,538,Rodney Stuckey,651,17890,8185,2904,6870,42.3,276,921,30.0,2101,2551,82.4,419,1493,1912,2333,568,94,1181,44.3,51.2
39,539,Chris Morris,747,18747,8184,3144,7136,44.1,497,1625,30.6,1399,1894,73.9,1516,2028,3544,1182,917,540,1171,47.5,51.3
40,540,Jim Washington,774,22668,8168,3253,7238,44.9,,,,1662,2358,70.5,318,808,6637,1105,83,100,,44.9,49.4
41,541,Mark Olberding,865,21637,8145,2824,5750,49.1,5,41,12.2,2492,3074,81.1,1238,3265,4503,2190,573,235,1509,49.2,57.3
42,542,Eddie Miles,605,15681,8120,3301,7505,44.0,,,,1518,2032,74.7,,,1860,1225,,,,44.0,48.3
43,543,Larry Drew,714,18370,8110,3308,7085,46.7,118,405,29.1,1376,1724,79.8,259,1006,1265,3702,791,45,1565,47.5,51.7
44,544,CJ Miles,849,17284,8108,2883,7016,41.1,1250,3487,35.8,1092,1350,80.9,363,1648,2011,914,601,254,724,50.0,53.3
45,545,Charles Smith,564,16377,8107,2993,6300,47.5,18,93,19.4,2103,2718,77.4,1192,2054,3246,798,462,789,1036,47.7,54.1
46,546,Dennis Scott,629,17983,8094,2962,7111,41.7,1214,3060,39.7,956,1206,79.3,367,1407,1774,1296,525,197,768,50.2,53.0
47,547,Kevin Duckworth,684,17461,8085,3216,6870,46.8,5,24,20.8,1648,2239,73.6,1369,2576,3945,598,329,316,1237,46.8,51.5
48,548,Spud Webb,814,20288,8072,2903,6421,45.2,320,1018,31.4,1946,2296,84.8,324,1418,1742,4342,922,110,1623,47.7,54.3
49,549,Lonnie Shelton,673,18530,8049,3416,6950,49.2,3,31,9.7,1214,1646,73.8,1415,2721,4136,1459,739,559,1284,49.2,52.4
50,550,Terrence Ross,733,17956,8047,2940,7032,41.8,1329,3673,36.2,838,1001,83.7,256,1805,2061,936,587,231,700,51.3,53.8
0,,,,,,,,,,,,,,,,,,,,,,,
1,551,Quentin Richardson,783,20787,8032,2923,7360,39.7,1167,3288,35.5,1019,1420,71.8,933,2733,3666,1138,607,148,868,47.6,50.3
2,552,Markieff Morris,776,18295,8020,3088,6945,44.5,650,1895,34.3,1194,1534,77.8,887,2937,3824,1200,592,377,1116,49.1,52.6
3,553,Anthony Peeler,827,20463,8017,3101,7255,42.7,940,2445,38.4,875,1095,79.9,564,1572,2136,1956,775,138,1019,49.2,51.8
4,554,Joe Fulks,489,4490,8003,2824,9338,30.2,,,,2355,3075,76.6,,,1379,587,,,,30.2,37.4
5,555,Ryan Anderson,649,16769,8001,2755,6533,42.2,1325,3491,38.0,1166,1366,85.4,1247,2166,3413,586,332,217,606,52.3,56.1
6,556,Tony Campbell,690,15180,7994,3180,6981,45.6,67,264,25.4,1567,1984,79.0,912,1205,2117,1019,582,157,1083,46.0,50.9
7,557,Stacey Augmon,1001,21659,7990,3037,6480,46.9,12,79,15.2,1904,2616,72.8,1304,1912,3216,1561,974,317,1248,47.0,52.4
8,557,Alec Burks,742,16713,7990,2641,6370,41.5,887,2318,38.3,1821,2260,80.6,413,2105,2518,1466,504,152,874,48.4,54.2
9,557,Max Zaslofsky,540,6760,7990,2854,8313,34.3,,,,2282,2969,76.9,,,864,1093,,,,34.3,41.5
10,560,Terry Teagle,687,14509,7982,3295,7090,46.5,30,143,21.0,1362,1719,79.2,726,1077,1803,956,517,127,1005,46.7,50.9
11,561,Lindsey Hunter,937,23249,7956,2970,7663,38.8,1075,2984,36.0,941,1261,74.6,438,1583,2021,2506,1120,165,1159,45.8,48.4
12,562,Marcin Gortat,806,20689,7951,3401,6168,55.1,3,20,15.0,1146,1686,68.0,1759,4648,6407,915,383,885,958,55.2,57.5
13,563,Dave Gambee,750,14665,7935,2820,6708,42.0,,,,2295,2791,82.2,,,3891,757,,,,42.0,50.0
14,564,Brian Grant,756,21420,7933,3103,6332,49.0,6,28,21.4,1721,2306,74.6,1834,3788,5622,923,455,561,1235,49.1,54.0
15,565,Jose Calderon,895,23643,7921,3038,6440,47.2,920,2260,40.7,925,1060,87.3,303,1845,2148,5148,716,71,1339,54.3,57.3
16,566,Myles Turner,570,16280,7911,2946,5872,50.2,600,1694,35.4,1419,1840,77.1,816,3062,3878,702,386,1268,786,55.3,59.2
17,567,Reggie Lewis,450,14676,7902,3198,6550,48.8,27,135,20.0,1479,1794,82.4,577,1361,1938,1153,569,417,708,49.0,53.8
18,568,Patty Mills,892,17995,7893,2819,6646,42.4,1520,3937,38.6,735,859,85.6,264,1205,1469,1984,568,77,844,53.9,56.2
19,569,Andrea Bargnani,550,15806,7873,2932,6676,43.9,627,1771,35.4,1382,1677,82.4,530,2011,2541,653,207,470,851,48.6,53.1
20,570,Tom Gola,698,22529,7871,2964,6883,43.1,,,,1943,2556,76.0,,,5617,2962,,,,43.1,49.1
21,571,Brad Davis,961,22302,7866,2970,5820,51.0,270,841,32.1,1656,2001,82.8,301,1437,1738,4709,756,146,1377,53.4,58.7
22,572,Troy Murphy,729,19921,7860,2848,6400,44.5,613,1578,38.8,1551,1977,78.5,1373,4335,5708,1088,478,294,886,49.3,54.1
23,573,Calbert Cheaney,825,22012,7826,3366,7227,46.6,204,684,29.8,890,1288,69.1,732,1878,2610,1398,659,198,994,48.0,50.2
24,574,Kenny Carr,674,17167,7813,3057,5998,51.0,3,38,7.9,1696,2479,68.4,1506,3493,4999,923,484,296,1438,51.0,55.1
25,575,Lionel Hollins,673,18453,7809,3201,7211,44.4,13,87,14.9,1394,1882,74.1,382,1219,1601,3006,1053,192,1337,44.5,48.6
26,576,LaSalle Thompson,985,21236,7806,3136,6376,49.2,4,26,15.4,1530,2075,73.7,2123,4566,6689,1139,741,972,1646,49.2,53.5
27,577,Brandon Jennings,555,16844,7801,2750,7099,38.7,914,2648,34.5,1387,1743,79.6,329,1330,1659,3151,679,98,1203,45.2,49.6
28,578,Kelly Oubre Jr.,595,15665,7790,2810,6464,43.5,911,2783,32.7,1259,1677,75.1,603,2061,2664,639,594,296,648,50.5,54.1
29,579,Channing Frye,890,19772,7786,2931,6655,44.0,1049,2706,38.8,875,1064,82.2,767,3235,4002,864,457,540,787,51.9,54.7
30,580,Harvey Grant,783,20513,7781,3345,7138,46.9,65,243,26.7,1026,1448,70.9,1170,2266,3436,1219,599,428,714,47.3,50.0
31,581,Wayne Cooper,984,20274,7777,3242,7100,45.7,7,48,14.6,1286,1747,73.6,2149,3946,6095,852,295,1535,1181,45.7,49.4
32,582,Gerald Henderson,871,18856,7773,3079,6526,47.2,203,611,33.2,1412,1820,77.6,526,927,1453,3141,939,99,1561,48.7,53.0
33,583,Desmond Mason,643,19639,7767,2931,6535,44.9,66,254,26.0,1839,2485,74.0,804,2059,2863,1049,441,230,1032,45.4,50.9
34,584,Courtney Lee,811,21939,7765,2961,6567,45.1,876,2259,38.8,967,1134,85.3,364,1763,2127,1353,809,213,762,51.8,54.9
35,585,Rick Mahorn,1117,25778,7763,3098,6286,49.3,5,38,13.2,1562,2218,70.4,1814,5143,6957,1082,633,1007,1456,49.3,53.5
36,586,Kelly Olynyk,756,17109,7755,2778,5729,48.5,887,2402,36.9,1312,1644,79.8,913,3005,3918,1847,599,351,1210,56.2,60.1
37,587,Luke Ridnour,830,21624,7740,2933,6803,43.1,584,1674,34.9,1290,1496,86.2,363,1514,1877,3713,814,161,1349,47.4,51.9
38,588,Michael Cooper,873,23635,7729,3014,6429,46.9,428,1260,34.0,1273,1529,83.3,741,2028,2769,3666,1033,523,1429,50.2,54.4
39,588,Randy Foye,752,19279,7729,2704,6750,40.1,1104,3017,36.6,1217,1429,85.2,245,1441,1686,2112,528,220,1106,48.2,52.4
40,590,Robert Horry,1107,27069,7715,2820,6643,42.5,795,2329,34.1,1280,1762,72.6,1644,3625,5269,2343,1158,1035,1378,48.4,52.0
41,591,Darrell Armstrong,840,19917,7712,2663,6507,40.9,923,2763,33.4,1463,1679,87.1,654,1615,2269,3394,1133,98,1556,48.0,53.2
42,592,Nate Williams,642,14869,7709,3278,7151,45.8,,,,1153,1432,80.5,595,1163,2469,963,543,136,176,45.8,49.5
43,593,Jim Chones,623,19125,7664,3280,7014,46.8,0,6,0.0,1104,1569,70.4,1402,3794,5196,1079,332,643,746,46.8,49.7
44,593,Paul Pressey,724,19659,7664,2855,5890,48.5,79,356,22.2,1875,2503,74.9,901,1897,2798,3715,997,428,1700,49.1,54.8
45,595,Matt Harpring,665,17591,7645,2900,6033,48.1,158,474,33.3,1687,2239,75.3,1281,2085,3366,907,497,112,1000,49.4,54.5
46,595,Kevin Porter,659,19107,7645,3194,6617,48.3,3,16,18.8,1254,1701,73.7,353,754,1179,5314,830,72,1133,48.3,51.9
47,597,Arnie Risen,637,12690,7633,2610,6850,38.1,,,,2413,3451,69.9,,,5011,1058,,,,38.1,45.6
48,598,Morris Peterson,711,19371,7628,2747,6567,41.8,1009,2702,37.3,1125,1456,77.3,569,1914,2483,1090,639,136,716,49.5,52.9
49,599,Will Barton,679,17115,7625,2824,6561,43.0,893,2516,35.5,1084,1377,78.7,471,2321,2792,1817,504,272,948,49.8,53.2
50,600,Dave Corzine,891,20772,7615,3097,6401,48.4,10,53,18.9,1411,1889,74.7,1747,3515,5262,1477,369,848,1340,48.5,52.6
0,,,,,,,,,,,,,,,,,,,,,,,
1,601,Matt Barnes,929,21965,7589,2788,6388,43.6,982,2931,33.5,1031,1384,74.5,1066,3215,4281,1691,714,444,1172,51.3,54.2
2,602,Blue Edwards,704,18405,7585,3021,6362,47.5,304,908,33.5,1239,1590,77.9,698,1678,2376,1409,728,297,1187,49.9,53.7
